BANKLEITZAHL|KST_NEU|KST_ALT|BEZEICHNUNG|BEZEICHNUNG_LANG|GESCHÄFTSBEREICH|GESCHÄFTSBEREICH_BEZEICHNUNG|GESCHÄFTSBEREICH_VERANTWORTL|SEGMENT|SEGMENT_BEZEICHNUNG|SEGMENT_VERANTWORTLICHER|ORGEINHEIT|ORGEINHEIT_BEZEICHNUNG|ORGEINHEIT_VERANTWORTLICHER|BEREICH|BEREICH_BEZEICHNUNG|BEREICH_VERANTWORTLICHER|BANKSTELLE|KZ_PLANBAR|KZ_ZUORDNEN|GÜLTIG_BIS|GÜLTIG_VON
35000|814|41325|Reinigung Schwarzstr.|41325 Reinigung Schwarzstr.|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|815|41327|Reinigung Itzling|41327 Reinigung Itzling|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|816|41328|HV Ausweichbüros|41328 HV Ausweichbüros|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|817|41330|HV Schlachthof Bergheim|41330 HV Schlachthof Bergheim|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|818|41340|HV Smb|41340 HV Smb|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|819|41350|HV Ware Sonstige|41350 HV Ware Sonstige|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|820|41355|HV Warendir. Bergheim|41355 HV Warendir. Bergheim|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|821|41356|Kantine Bergeim|41356 Kantine Bergeim|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-03-01
35000|822|41360|HV Getreidegasse 34|41360 HV Getreidegasse 34|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2021-01-01
35000|823|41361|HV Seilerstraße 1-7|41361 HV Seilerstraße 1-7|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2021-01-01
35000|824|41362|HV Mischfutterwerk|41362 HV Mischfutterwerk|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|825|41364|Binder Landtechnik|41364 Binder Landtechnik|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|826|41365|Wissenspark Urstein|41365 Wissenspark Urstein|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|827|41363|Weinboutique|41363 Weinboutique|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|828|41370|Straßhof (Baurecht HÖ)|41370 Straßhof (Baurecht HÖ)|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2021-01-01
35000|829|41371|HV SE Niesenbergergasse|41371 HV SE Niesenbergergasse|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2022-12-30
35000|830|41372|HV SE Feldkirchner Str.|41372 HV SE Feldkirchner Str.|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|831|41366|Reserve KST 1|41366 Reserve KST 1|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|832|41367|Reserve KST 2|41367 Reserve KST 2|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|833|41368|Reserve KST 3|41368 Reserve KST 3|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2023-01-01
35000|850|64500|Beteiligungen US|64500 Beteiligungen US|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||95|RVS Beteiligungen Allgemein||00|J|J|9999-12-31|2023-01-01
35000|851|64501|Beteiligungen GD|64501 Beteiligungen GD|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||95|RVS Beteiligungen Allgemein||00|J|J|9999-12-31|2023-01-01
35000|852|62500|Beteiligungen PK|62500 Beteiligungen PK|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||95|RVS Beteiligungen Allgemein||00|J|J|9999-12-31|2015-01-01
35000|853|61500|Alternat. Fin.-Formen|61500 Alternat. Fin.-Formen|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||95|RVS Beteiligungen Allgemein||00|J|J|9999-12-31|2023-01-01
35000|870|65100|BVG Liegenschaftsverw.|65100 BVG Liegenschaftsverw.|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|871|65101|Obj. Garching|65101 Obj. Garching|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|872|65102|Obj. Traunreut|65102 Obj. Traunreut|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|873|65103|Obj. Oberrauch|65103 Obj. Oberrauch|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|874|65104|Obj. Nürnberg - Rückert|65104 Obj. Nürnberg - Rückert|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|875|65105|Obj. Berlin - Revaler|65105 Obj. Berlin - Revaler|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|876|65111|Obj. Fuschl/Sonnleitn|65111 Obj. Fuschl/Sonnleitn|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|877|65113|Obj. Sochor/Zell|65113 Obj. Sochor/Zell|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|878|65114|Obj. Hallein/Haslwant.|65114 Obj. Hallein/Haslwant.|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-01-01
35000|879|65115|Obj. Weibhaus./B'wiesen|65115 Obj. Weibhaus./B'wiesen|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-12-01
35000|880|65116|Obj. Hrachowina|65116 Obj. Hrachowina|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2015-12-01
35000|881|65117|Obj. Prielhof Mondsee|65117 Obj. Prielhof Mondsee|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2017-01-01
35000|882|65118|Obj. ROCO Slowakei|65118 Obj. ROCO Slowakei|90|Beteiligungen & Immobilien||95|Beteiligungen||95|RVS Beteiligungen||96|BVG||00|J|J|9999-12-31|2017-01-01
35000|950||Verteilkostenstelle 1|Verteilkostenstelle 1|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|951||Verteilkostenstelle 2|Verteilkostenstelle 2|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|952||Verteilkostenstelle 3|Verteilkostenstelle 3|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|953||Verteilkostenstelle 4|Verteilkostenstelle 4|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|954||Verteilkostenstelle 5|Verteilkostenstelle 5|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|955||Verteilkostenstelle 6|Verteilkostenstelle 6|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|956||Verteilkostenstelle 7|Verteilkostenstelle 7|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|957||Verteilkostenstelle 8|Verteilkostenstelle 8|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|958||Verteilkostenstelle 9|Verteilkostenstelle 9|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|959||Verteilkostenstelle 10|Verteilkostenstelle 10|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|990|70000|Initiative - Vertrieb|70000 Initiative - Vertrieb|60|PGK||60|Bereichsleitung PGK||60|Bereichsleitung PGK||60|Bereichsleitung PGK||00|J|J|9999-12-31|2020-01-01
35000|991|70010|Initiative - U-Kunden|70010 Initiative - U-Kunden|80|FK||80|Bereichsleitung FK||80|Bereichsleitung FK||80|Bereichsleitung FK||00|J|J|9999-12-31|2020-01-01
35000|992|70020|Initiative - Daten|70020 Initiative - Daten|40|US||40|Finanzdirektion||40|Finanzdirektion||40|Finanzdirektion||00|J|J|9999-12-31|2020-01-01
35000|993|70030|Initiative - Moderne IT|70030 Initiative - Moderne IT|50|SC||59|Initiativen SC Bank||59|Initiativen SC Bank||59|Initiativen SC Bank||00|J|J|9999-12-31|2023-01-01
35000|994|70040|Initiative - Kultur|70040 Initiative - Kultur|20|GD||27|Sonstige GD||27|Sonstige GD||27|Sonstige GD||00|J|J|9999-12-31|2023-01-01
35000|995|70050|Initiative Ware|70050 Initiative Ware|11|Ware||11|Ware||11|Ware||11|Ware||00|J|J|9999-12-31|2020-01-01
35000|996|70060|Initiative - Technolog.|70060 Initiative - Technolog.|50|SC||59|Initiativen SC Bank||59|Initiativen SC Bank||59|Initiativen SC Bank||00|J|J|9999-12-31|2020-01-01
35000|997|70070|Initiative - Compliance|70070 Initiative - Compliance|20|GD||27|Sonstige GD||27|Sonstige GD||27|Sonstige GD||00|J|J|9999-12-31|2023-01-01
35000|999||Fehlerkostenstelle|Fehlerkostenstelle|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35001|100|10000|Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-10-01
35001|150|11000|Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-01-01
35001|200|12000|MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-01-01
35001|250|13000|Beratung Lammertal|Beratung Lammertal||||||||||50|Beratung Lammertal||00|J|J|9999-12-31|2023-01-01
35001|251|13001|Beratung Abtenau|Beratung Abtenau||||||||||50|Beratung Lammertal||00|J|J|9999-12-31|2022-01-01
35001|252|13002|Beratung Rußbach|Beratung Rußbach||||||||||50|Beratung Lammertal||01|J|J|9999-12-31|2022-01-01
35001|253|13003|Beratung Annaberg|Beratung Annaberg||||||||||50|Beratung Lammertal||18|J|J|9999-12-31|2022-01-01
35001|254|13004|Beratung Lungötz|Beratung Lungötz||||||||||50|Beratung Lammertal||18|J|J|9999-12-31|2023-01-01
35001|300||Service-Team|Service-Team Servicebank||||||||||25|Servicekundenbank||00|J|J|9999-12-31|2023-01-01
35001|350||Firmenkunden|Firmenkunden Servicebank||||||||||30|Firmenkundenbank||00|J|J|9999-12-31|2023-01-01
35001|400||Privatkunden|Privatkunden Servicebank||||||||||40|Privatkundenbank||00|J|J|9999-12-31|2023-01-01
35001|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35001|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35001|500||Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35001|550||Immobilien|Immobilien||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35001|600||Maklerei|Maklerei||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35001|650|21000|Treasury|Treasury||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-01-01
35004|100|10000|Anlagegüter|Anlagegüter GK||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|150|11000|Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2020-01-01
35004|200|12000|MF Finanzierungsservice|MF Finanzierungsservice||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|250|13000|Beratung RAFE|Beratung RAFE||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|250|13004|Beratung RAFE|Beratung RAFE||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|251|13001|Beratung Altenmarkt|Beratung Altenmarkt||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|252|13002|Beratung Flachau|Beratung Flachau||||||||||50|Beratung RAFE||01|J|J|9999-12-31|2020-01-01
35004|253|13003|Beratung Eben|Beratung Eben||||||||||50|Beratung RAFE||02|J|J|9999-12-31|2020-01-01
35004|300||Service-Team|Service-Team Servicebank||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2023-01-01
35004|350|15000|Firmenkunden RAFE|Firmenkunden RAFE||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|400|16000|Privatkunden RAFE|Privatkunden RAFE||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35004|450|17000|Banksteuerung|Banksteuerung RAFE||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|500|18000|Marktfolge Bankservice|Marktfolge Bankservice||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|550|19000|Immobilien|Immobilien||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|600|20000|Maklerei|Maklerei||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35004|650|21000|Treasury|Treasury||||||||||50|Beratung RAFE||00|J|J|9999-12-31|2020-01-01
35007|100||Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|150||Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|200||MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|250||Beratung Gesamtbank|Beratung Gesamtbank||||||||||50|Beratung Anthering-Elixhausen||00|J|J|9999-12-31|2023-01-01
35007|251|10000|Beratung Anthering|Beratung Anthering||||||||||50|Beratung Anthering-Elixhausen||00|J|J|9999-12-31|2016-01-01
35007|252|10001|Beratung Elixhausen|Beratung Elixhausen||||||||||50|Beratung Anthering-Elixhausen||18|J|J|9999-12-31|2016-01-01
35007|252|10002|Beratung Elixhausen|Beratung Elixhausen||||||||||50|Beratung Anthering-Elixhausen||18|J|J|9999-12-31|2016-01-01
35007|300||Service-Team|Service-Team Servicebank||||||||||25|Servicekundenbank||00|J|J|9999-12-31|2023-01-01
35007|350||Firmenkunden|Firmenkunden Servicebank||||||||||30|Firmenkundenbank||00|J|J|9999-12-31|2023-01-01
35007|400||Privatkunden|Privatkunden Servicebank||||||||||40|Privatkundenbank||00|J|J|9999-12-31|2023-01-01
35007|440||Private Banking|||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35007|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|500||Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|550||Immobilien|Immobilien||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|600||Maklerei|Maklerei||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35007|650||Treasury|Treasury||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35012|100|10000|Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2020-01-01
35012|150|11000|Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2020-01-01
35012|200|12000|MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2020-01-01
35012|250||Beratung Hohe Tauern|Beratung Hohe Tauern||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2023-01-01
35012|251|13002|Beratung Bruck|Beratung Bruck||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2020-01-01
35012|251|13005|Beratung Bruck|Beratung Bruck||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2020-01-01
35012|251|13006|Beratung Bruck|Beratung Bruck||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2020-01-01
35012|251|13007|Beratung Bruck|Beratung Bruck||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2020-01-01
35012|252|13001|Beratung Kaprun|Beratung Kaprun||||||||||50|Beratung Hohe Tauern||01|J|J|9999-12-31|2020-01-01
35012|253|13004|Beratung Piesendorf|Beratung Piesendorf||||||||||50|Beratung Hohe Tauern||18|J|J|9999-12-31|2020-01-01
35012|254|13003|Beratung Niedernsill|Beratung Niedernsill||||||||||50|Beratung Hohe Tauern||26|J|J|9999-12-31|2020-01-01
35012|300||Service-Team|Service-Team Servicebank||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2023-01-01
35012|350|15000|Firmenkunden Hohe Tauern|Firmenkunden Hohe Tauern||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2020-01-01
35012|400||Privatkunden|Privatkunden Servicebank||||||||||50|Beratung Hohe Tauern||00|J|J|9999-12-31|2023-01-01
35012|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35012|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35012|500||Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35012|550||Immobilien|Immobilien||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35012|600||Maklerei|Maklerei||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35012|650|21000|Treasury Hohe Tauern|Treasury Hohe Tauern||||||||||90|Verwaltung||00|J|J|9999-12-31|2020-01-01
35015|100|10000|Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2020-01-01
35015|150|11000|Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2018-01-01
35015|200|12000|MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2018-01-01
35015|250|13000|Beratung Flachgau Mitte|Beratung Flachgau Mitte||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2020-01-01
35015|251|13001|Beratung Eugendorf|Beratung Eugendorf||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2018-01-01
35015|251|13004|Beratung Eugendorf|Beratung Eugendorf||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2018-01-01
35015|251|13005|Beratung Eugendorf|Beratung Eugendorf||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2018-01-01
35015|252|13002|Beratung Hallwang|Beratung Hallwang||||||||||50|Beratung Flachgau Mitte||18|J|J|9999-12-31|2018-01-01
35015|252|13006|Beratung Hallwang|Beratung Hallwang||||||||||50|Beratung Flachgau Mitte||18|J|J|9999-12-31|2018-01-01
35015|253|13003|Beratung Bergheim|Beratung Bergheim||||||||||50|Beratung Flachgau Mitte||26|J|J|9999-12-31|2018-01-01
35015|253|13007|Beratung Bergheim|Beratung Bergheim||||||||||50|Beratung Flachgau Mitte||26|J|J|9999-12-31|2018-01-01
35015|300||Service-Team|Service-Team Servicebank||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2023-01-01
35015|350|15000|Firmenkunden|Firmenkunden Servicebank||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2018-01-01
35015|400|16000|Privatkunden Flachgau Mitte|Privatkunden Flachgau Mitte||||||||||50|Beratung Flachgau Mitte||00|J|J|9999-12-31|2018-01-01
35015|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35015|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35015|500|18000|Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2018-01-01
35015|550||Immobilien|Immobilien||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35015|600||Maklerei|Maklerei||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35015|650|21000|Treasury|Treasury||||||||||90|Verwaltung||00|J|J|9999-12-31|2018-01-01
35016|100||Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|150||Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|200||MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|250||Beratung Gesamtbank|Beratung Gesamtbank||||||||||50|Beratung Faistenau||00|J|J|9999-12-31|2023-01-01
35016|251|10000|Beratung Faistenau|Beratung Faistenau||||||||||50|Beratung Faistenau||00|J|J|9999-12-31|2015-01-01
35016|300||Service-Team|Service-Team Servicebank||||||||||25|Servicekundenbank||00|J|J|9999-12-31|2023-01-01
35016|350||Firmenkunden|Firmenkunden Servicebank||||||||||30|Firmenkundenbank||00|J|J|9999-12-31|2023-01-01
35016|400||Privatkunden|Privatkunden Servicebank||||||||||40|Privatkundenbank||00|J|J|9999-12-31|2023-01-01
35016|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35016|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|500||Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|550||Immobilien|Immobilien||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|600||Maklerei|Maklerei||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35016|650||Treasury|Treasury||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|100||Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|150||Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|200||MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|250||Beratung Gesamtbank|Beratung Gesamtbank||||||||||50|Beratung Golling||00|J|J|9999-12-31|2023-01-01
35017|251|10000|Beratung Golling|Beratung Golling||||||||||50|Beratung Golling||00|J|J|9999-12-31|2015-01-01
35017|300||Service-Team|Service-Team Servicebank||||||||||25|Servicekundenbank||00|J|J|9999-12-31|2023-01-01
35017|350||Firmenkunden|Firmenkunden Servicebank||||||||||30|Firmenkundenbank||00|J|J|9999-12-31|2023-01-01
35017|400||Privatkunden|Privatkunden Servicebank||||||||||40|Privatkundenbank||00|J|J|9999-12-31|2023-01-01
35017|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35017|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|500||Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|550||Immobilien|Immobilien||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|600||Maklerei|Maklerei||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35017|650||Treasury|Treasury||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35018|100|10000|Anlagegüter|Anlagegüter GK||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-01-01
35018|150|11000|Overhead|Overhead Gemeinkosten||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-01-01
35018|200|12000|MF Finanzierungsservice|MF Finanzierungsservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2022-01-01
35018|250|13000|Beratung Untersberg|Beratung Untersberg||||||||||50|Beratung Untersberg||00|J|J|9999-12-31|2023-01-01
35018|251|13001|Beratung Grödig|Beratung Grödig||||||||||50|Beratung Untersberg||00|J|J|9999-12-31|2022-01-01
35018|251|13003|Beratung Grödig|Beratung Grödig||||||||||50|Beratung Untersberg||00|J|J|9999-12-31|2022-01-01
35018|252|13002|Beratung Anif|Beratung Anif||||||||||50|Beratung Untersberg||18|J|J|9999-12-31|2022-01-01
35018|252|13004|Beratung Anif|Beratung Anif||||||||||50|Beratung Untersberg||18|J|J|9999-12-31|2022-01-01
35018|300||Service-Team|Service-Team Servicebank||||||||||25|Servicekundenbank||00|J|J|9999-12-31|2023-01-01
35018|350||Firmenkunden|Firmenkunden Servicebank||||||||||30|Firmenkundenbank||00|J|J|9999-12-31|2023-01-01
35018|400||Privatkunden|Privatkunden Servicebank||||||||||40|Privatkundenbank||00|J|J|9999-12-31|2023-01-01
35018|440||Private Banking|Private Banking||||||||||44|Private Banking||00|J|J|9999-12-31|2023-01-01
35018|450||Banksteuerung|Banksteuerung||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
35018|500||Marktfolge Bankservice|Marktfolge Bankservice||||||||||90|Verwaltung||00|J|J|9999-12-31|2023-01-01
